City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Ocean Springs,US,2022-11-25 21:28:56,30.4113,-88.8278,69.82,94,100,9.22
292,Buraydah,SA,2022-11-25 21:33:18,26.326,43.975,68.45,53,41,9.19
293,Saint-Joseph,RE,2022-11-25 21:33:18,-21.3667,55.6167,70.18,79,21,10.8
294,Yatou,CN,2022-11-25 21:33:19,37.15,122.3833,44.58,43,0,14.52
295,Guanica,PR,2022-11-25 21:33:19,17.9716,-66.908,83.21,79,1,7.27
296,Port Hawkesbury,CA,2022-11-25 21:33:19,45.6169,-61.3485,38.79,77,100,8.99
297,Dudinka,RU,2022-11-25 21:33:20,69.4058,86.1778,-12.39,99,100,7.09
298,Severnyy-Kospashskiy,RU,2022-11-25 21:33:20,59.0925,57.8008,2.61,56,6,3.98
299,Atar,MR,2022-11-25 21:33:20,20.5169,-13.0499,76.14,14,80,7.99
300,Ternate,ID,2022-11-25 21:33:21,0.8,127.4,80.13,80,100,4.88
301,Lima,PE,2022-11-25 21:31:26,-12.0432,-77.0282,68.25,73,20,13.8
302,Dakar,SN,2022-11-25 21:28:23,14.6937,-17.4441,76.08,69,100,15.79
303,Gigant,RU,2022-11-25 21:33:22,46.5066,41.3419,45.0,76,100,12.84
304,Rocha,UY,2022-11-25 21:33:22,-34.4833,-54.3333,65.61,91,8,8.05
305,Yerbogachen,RU,2022-11-25 21:33:23,61.2767,108.0108,-34.78,100,65,3.38
306,Chernyshevskiy,RU,2022-11-25 21:33:23,63.0128,112.4714,-38.16,100,64,1.16
307,Hambantota,LK,2022-11-25 21:33:24,6.1241,81.1185,75.54,100,40,2.3
308,Sinnamary,GF,2022-11-25 21:33:24,5.3833,-52.95,78.85,84,98,7.27
309,Jimenez,MX,2022-11-25 21:28:30,28.3333,-105.4,46.6,54,87,15.55
310,Hoshcha,UA,2022-11-25 21:33:25,50.6003,26.6744,30.04,98,100,5.35
311,Ekhabi,RU,2022-11-25 21:33:25,53.5102,142.9671,23.49,92,100,20.18
312,Gazanjyk,TM,2022-11-25 21:33:25,39.2446,55.5154,53.38,51,100,14.79
313,Pisco,PE,2022-11-25 21:33:26,-13.7,-76.2167,75.25,64,0,14.97
314,Inverness,GB,2022-11-25 21:33:26,57.4791,-4.224,46.83,85,75,9.22
315,Derventa,BA,2022-11-25 21:33:26,44.9772,17.9103,37.15,87,99,2.37
316,Zhob,PK,2022-11-25 21:33:27,31.3411,69.4481,53.62,29,10,3.13
317,Ilulissat,GL,2022-11-25 21:33:27,69.2167,-51.1,12.22,73,75,3.44
318,Makakilo City,US,2022-11-25 21:33:28,21.3469,-158.0858,77.32,46,0,18.41
319,Hudson Bay,CA,2022-11-25 21:33:28,52.85,-102.3842,34.48,94,100,5.99
320,Campoverde,PE,2022-11-25 21:34:28,-8.4753,-74.8058,91.85,42,72,2.08
321,Tiarei,PF,2022-11-25 21:34:29,-17.5333,-149.3333,82.42,76,17,14.7
322,Pontianak,ID,2022-11-25 21:34:29,-0.0333,109.3333,75.18,100,100,3.44
323,Chenghai,CN,2022-11-25 21:34:29,23.4632,116.768,67.91,100,75,4.47
324,Nome,US,2022-11-25 21:32:49,64.5011,-165.4064,8.67,78,100,0.0
325,Vestmanna,FO,2022-11-25 21:34:30,62.1564,-7.1664,47.32,87,100,12.66
326,Ulagan,RU,2022-11-25 21:34:30,50.6321,87.9563,20.84,92,100,5.86
327,Porbandar,IN,2022-11-25 21:34:31,21.6422,69.6093,73.29,35,0,10.69
328,Gorgan,IR,2022-11-25 21:34:31,36.8387,54.4348,46.36,81,0,0.0
329,Guerrero Negro,MX,2022-11-25 21:34:32,27.9769,-114.0611,75.33,21,0,8.88
330,Jumla,NP,2022-11-25 21:34:32,29.2747,82.1838,43.02,30,37,5.39
331,Hamilton,US,2022-11-25 21:34:23,39.1834,-84.5333,54.99,53,0,6.91
332,Nantucket,US,2022-11-25 21:31:19,41.2835,-70.0995,51.94,92,100,24.52
333,Vilyuysk,RU,2022-11-25 21:34:33,63.7553,121.6247,-41.82,100,93,0.92
334,Masallatah,LY,2022-11-25 21:34:33,32.6167,14.0,62.82,84,76,8.23
335,Virginia Beach,US,2022-11-25 21:34:33,36.8529,-75.978,62.02,90,63,11.5
336,Caceres,ES,2022-11-25 21:34:34,39.522,-6.3748,47.48,83,64,3.22
337,Port-Cartier,CA,2022-11-25 21:34:34,50.0334,-66.8654,26.28,96,100,9.46
338,Port Antonio,JM,2022-11-25 21:34:35,18.18,-76.4612,85.91,79,29,6.6
339,Alyangula,AU,2022-11-25 21:34:35,-13.8483,136.4192,84.09,72,74,8.68
340,Bosaso,SO,2022-11-25 21:34:35,11.2842,49.1816,75.29,77,0,1.77
341,Port Stanley,FK,2022-11-25 21:34:36,-51.7,-57.85,59.29,58,0,29.93
342,Kampong Cham,KH,2022-11-25 21:34:36,11.9934,105.4635,73.76,95,100,5.32
343,Nanortalik,GL,2022-11-25 21:34:37,60.1432,-45.2371,33.73,74,100,6.08
344,Sala Consilina,IT,2022-11-25 21:34:37,40.3912,15.5989,49.39,90,99,4.47
345,Hirara,JP,2022-11-25 21:34:37,24.8,125.2833,77.54,77,100,20.33
346,Laguna,US,2022-11-25 21:34:38,38.421,-121.4238,74.17,38,0,4.61
347,Adrar,MR,2022-11-25 21:30:12,20.5022,-10.0711,73.9,12,100,9.8
348,Porto Seguro,BR,2022-11-25 21:30:09,-16.4497,-39.0647,77.52,88,75,8.05
349,Tortoli,IT,2022-11-25 21:34:39,39.9256,9.6572,53.42,76,75,11.5
350,Itarema,BR,2022-11-25 21:34:39,-2.9248,-39.9167,79.52,76,46,16.64
351,Yagodnoye,RU,2022-11-25 21:34:39,62.55,149.6667,-19.25,98,100,2.01
352,Inhambane,MZ,2022-11-25 21:34:40,-23.865,35.3833,76.53,91,49,7.0
353,Mitikas,GR,2022-11-25 21:34:40,38.6699,20.9466,49.98,62,21,2.73
354,Waitati,NZ,2022-11-25 21:34:41,-45.75,170.5667,54.81,66,69,9.64
355,Cocobeach,GA,2022-11-25 21:34:41,1.0002,9.5823,77.65,85,99,5.99
356,Korla,CN,2022-11-25 21:34:41,41.7597,86.1469,32.34,54,4,3.62
357,Whithorn,JM,2022-11-25 21:34:42,18.2604,-78.0378,82.44,83,60,0.45
358,Muros,ES,2022-11-25 21:34:42,42.7762,-9.0603,52.68,94,98,6.82
359,Rabo De Peixe,PT,2022-11-25 21:34:42,37.8,-25.5833,68.27,96,75,20.71
360,Gorno-Altaysk,RU,2022-11-25 21:34:43,51.9561,85.955,7.07,96,100,6.33
361,Tual,ID,2022-11-25 21:34:43,-5.6667,132.75,82.89,74,86,6.17
362,Camacha,PT,2022-11-25 21:34:44,33.0833,-16.3333,63.82,68,0,3.44
363,Powell River,CA,2022-11-25 21:34:44,49.8496,-124.5361,50.0,53,20,10.36
364,Karasjok,NO,2022-11-25 21:34:44,69.4719,25.5112,21.27,96,100,7.4
365,Kahului,US,2022-11-25 21:33:14,20.8947,-156.47,78.82,56,20,19.57
366,Bluefield,US,2022-11-25 21:31:37,37.2698,-81.2223,50.07,88,100,11.5
367,Thompson,CA,2022-11-25 21:35:45,55.7435,-97.8558,30.36,93,75,5.75
368,Puli,TW,2022-11-25 21:35:45,23.9664,120.9695,69.93,96,91,4.83
369,Jieshi,CN,2022-11-25 21:35:46,22.8134,115.8257,70.45,92,99,7.0
370,Catalina,US,2022-11-25 21:35:46,32.5056,-110.9211,64.44,22,0,5.01
371,Sao Jose Da Coroa Grande,BR,2022-11-25 21:35:47,-8.8978,-35.1478,78.75,78,55,12.91
372,Porto Novo,BJ,2022-11-25 21:35:47,6.4965,2.6036,82.22,82,60,9.53
373,Mirnyy,RU,2022-11-25 21:35:48,62.5353,113.9611,-27.69,99,95,2.15
374,Thinadhoo,MV,2022-11-25 21:35:48,0.5333,72.9333,80.49,78,100,11.72
375,Bay Roberts,CA,2022-11-25 21:35:48,47.5999,-53.2648,35.65,88,32,6.93
376,Polunochnoye,RU,2022-11-25 21:35:49,60.8697,60.4153,-8.52,100,84,4.21
377,Asau,RO,2022-11-25 21:35:49,46.4333,26.4,34.72,93,98,2.59
378,Los Llanos De Aridane,ES,2022-11-25 21:35:50,28.6585,-17.9182,65.95,81,75,6.91
379,Mana,GF,2022-11-25 21:35:50,5.6592,-53.7767,77.99,84,97,6.96
380,Zhuhai,CN,2022-11-25 21:35:50,22.2769,113.5678,73.18,88,40,9.22
381,Contai,IN,2022-11-25 21:35:51,21.7786,87.7536,61.99,52,0,9.04
382,Sopot,PL,2022-11-25 21:35:51,54.4418,18.56,36.43,94,100,1.14
383,Arroyo,ES,2022-11-25 21:35:52,41.6096,-4.7969,41.04,87,0,2.3
384,Creel,MX,2022-11-25 21:35:52,27.75,-107.6333,46.06,22,14,13.2
385,Minab,IR,2022-11-25 21:35:53,27.1467,57.0801,71.69,65,1,1.23
386,Dunedin,NZ,2022-11-25 21:35:53,-45.8742,170.5036,54.81,66,79,11.01
387,Sitka,US,2022-11-25 21:35:53,57.0531,-135.33,40.89,81,100,9.22
388,Komsomolskiy,UZ,2022-11-25 21:35:54,40.4272,71.7189,41.72,87,79,0.0
389,Stornoway,GB,2022-11-25 21:35:54,58.2093,-6.3865,46.36,87,40,8.05
390,Chardara,KZ,2022-11-25 21:35:55,41.2547,67.9692,45.25,64,8,9.64
391,Meulaboh,ID,2022-11-25 21:35:55,4.1363,96.1285,75.54,86,97,3.22
392,Chimoio,MZ,2022-11-25 21:35:56,-19.1164,33.4833,66.96,94,38,2.26
393,Mehamn,NO,2022-11-25 21:35:56,71.0357,27.8492,28.31,86,0,8.05
394,Uarini,BR,2022-11-25 21:35:56,-2.99,-65.1083,78.58,87,78,2.59
395,Yuanping,CN,2022-11-25 21:35:57,38.7153,112.7575,28.45,30,24,2.95
396,Barabai,ID,2022-11-25 21:35:57,-2.5833,115.3833,73.94,98,100,0.63
397,Manokwari,ID,2022-11-25 21:35:58,-0.8667,134.0833,79.7,71,99,2.77
398,Muli,MV,2022-11-25 21:35:58,2.9167,73.5667,80.64,77,62,7.67
399,Lishu,CN,2022-11-25 21:35:58,43.3047,124.3278,20.26,37,38,16.62
400,Tres Arroyos,AR,2022-11-25 21:35:59,-38.3739,-60.2798,79.52,26,5,8.48
401,Arman,RU,2022-11-25 21:35:59,59.7,150.1667,-14.01,87,25,10.11
402,Richards Bay,ZA,2022-11-25 21:36:00,-28.783,32.0377,69.87,85,100,8.14
403,Kaohsiung,TW,2022-11-25 21:36:00,22.6163,120.3133,75.15,86,40,8.05
404,Itapuranga,BR,2022-11-25 21:36:01,-15.5622,-49.9486,72.95,82,85,2.21
405,Honggang,CN,2022-11-25 21:36:01,46.4667,124.8667,14.29,75,96,11.18
406,Galway,IE,2022-11-25 21:32:32,53.2719,-9.0489,48.09,88,100,14.34
407,Guayabetal,CO,2022-11-25 21:36:02,4.2147,-73.8172,70.79,97,95,1.07
408,Santiago,CL,2022-11-25 21:33:58,-33.4569,-70.6483,88.29,33,0,16.11
409,Kudahuvadhoo,MV,2022-11-25 21:36:02,2.6708,72.8944,80.62,76,45,7.63
410,Muravlenko,RU,2022-11-25 21:36:03,63.7898,74.523,-17.36,89,94,7.72
411,Mont-Dore,NC,2022-11-25 21:36:04,-22.2833,166.5833,79.0,99,50,9.24
412,Quelimane,MZ,2022-11-25 21:37:04,-17.8786,36.8883,80.55,78,0,13.8
413,San Cristobal,VE,2022-11-25 21:37:04,7.7669,-72.225,77.18,79,73,0.31
414,Aurillac,FR,2022-11-25 21:37:05,44.9167,2.45,40.08,99,100,3.44
415,Chicama,PE,2022-11-25 21:37:05,-7.8447,-79.1469,66.74,68,40,9.62
416,Lavrentiya,RU,2022-11-25 21:37:06,65.5833,-171.0,15.35,87,100,9.91
417,Sundumbili,ZA,2022-11-25 21:37:06,-29.1337,31.3975,66.49,94,100,6.35
418,Leh,IN,2022-11-25 21:37:06,34.1667,77.5833,18.14,52,78,2.1
419,Narrabri,AU,2022-11-25 21:37:07,-30.3167,149.7833,70.52,51,0,3.0
420,Lichinga,MZ,2022-11-25 21:37:07,-13.3128,35.2406,64.49,72,0,9.22
421,Putevka,RU,2022-11-25 21:37:08,53.2583,34.2878,30.33,100,100,7.0
422,Sibu,MY,2022-11-25 21:37:08,2.3,111.8167,73.71,94,40,5.01
423,Trofors,NO,2022-11-25 21:37:08,65.5333,13.4063,28.27,92,49,4.99
424,Vila,PT,2022-11-25 21:37:09,42.0304,-8.1588,40.08,91,99,3.58
425,Fort-Shevchenko,KZ,2022-11-25 21:37:09,44.5086,50.263,51.17,51,99,25.75
426,Southbridge,US,2022-11-25 21:37:10,42.0751,-72.0334,48.51,89,99,1.01
427,Urumqi,CN,2022-11-25 21:37:10,43.801,87.6005,25.75,86,40,8.95
428,Saint Anthony,US,2022-11-25 21:37:10,45.0205,-93.218,51.73,46,0,12.66
429,Humaita,BR,2022-11-25 21:37:11,-7.5061,-63.0208,75.4,98,100,1.92
430,Nchelenge,ZM,2022-11-25 21:37:11,-9.3451,28.734,68.7,87,95,5.46
431,Bouza,NE,2022-11-25 21:37:11,14.4229,6.0428,70.7,18,4,9.35
432,Nizhniy Baskunchak,RU,2022-11-25 21:37:12,48.2198,46.8311,39.97,76,100,19.22
433,Dubti,ET,2022-11-25 21:37:12,11.7361,41.0853,77.05,59,3,10.83
434,Aden,YE,2022-11-25 21:35:23,12.7794,45.0367,79.11,70,1,15.43
435,Houston,US,2022-11-25 21:34:36,29.7633,-95.3633,63.09,84,100,13.8
436,Chillicothe,US,2022-11-25 21:37:13,39.3331,-82.9824,56.98,54,0,5.75
437,Ugljevik,BA,2022-11-25 21:37:13,44.6636,19.0203,36.52,84,66,3.06
438,Sharjah,AE,2022-11-25 21:37:14,25.3573,55.4033,76.98,73,0,3.44
439,Birao,CF,2022-11-25 21:37:14,10.2849,22.7882,71.89,27,17,6.44
440,Emba,KZ,2022-11-25 21:37:15,48.8264,58.1442,22.35,79,14,14.56
441,Aldan,RU,2022-11-25 21:37:15,58.6031,125.3894,-34.89,99,78,1.57
442,Gavle,SE,2022-11-25 21:37:15,60.6745,17.1417,33.35,99,100,1.57
443,Orange Walk,BZ,2022-11-25 21:37:16,17.8333,-88.8333,83.43,69,46,6.26
444,Fethiye,TR,2022-11-25 21:37:16,36.6217,29.1164,51.67,70,1,7.56
445,Ponte Nova,BR,2022-11-25 21:37:17,-20.4164,-42.9086,69.21,88,32,5.32
446,Flinders,AU,2022-11-25 21:37:17,-34.5833,150.8552,66.38,75,26,5.01
447,Mayo,US,2022-11-25 21:37:17,38.8876,-76.5119,58.95,53,0,14.97
448,Half Moon Bay,US,2022-11-25 21:37:18,37.4636,-122.4286,75.42,51,0,8.05
449,Kirakira,SB,2022-11-25 21:37:18,-10.4544,161.9205,83.41,74,97,6.33
450,Pirot,RS,2022-11-25 21:37:19,43.1531,22.5861,37.98,100,29,2.44
451,Tambacounda,SN,2022-11-25 21:37:19,13.7539,-13.7586,78.85,57,0,2.3
452,Bac Lieu,VN,2022-11-25 21:37:19,9.285,105.7244,77.88,86,53,3.76
453,Ahipara,NZ,2022-11-25 21:37:20,-35.1667,173.1667,64.13,62,73,5.77
454,Girona,ES,2022-11-25 21:37:20,41.9831,2.8249,57.24,93,0,0.0
455,Xichang,CN,2022-11-25 21:37:20,27.8964,102.2634,45.59,81,0,0.87
456,Weinan,CN,2022-11-25 21:37:21,34.5036,109.5089,45.61,60,2,4.25
457,Isla Mujeres,MX,2022-11-25 21:37:21,21.2311,-86.731,86.16,77,68,9.28
458,Santana Do Livramento,BR,2022-11-25 21:37:22,-30.8908,-55.5328,79.18,51,14,9.06
459,Buluang,PH,2022-11-25 21:37:22,13.3068,123.3425,74.64,93,92,3.04
460,Coihaique,CL,2022-11-25 21:38:23,-45.5752,-72.0662,63.21,76,26,11.59
461,Pangnirtung,CA,2022-11-25 21:38:23,66.1451,-65.7125,8.6,66,75,0.0
462,Waiouru,NZ,2022-11-25 21:38:23,-39.4833,175.6667,55.36,62,54,9.91
463,Havre-Saint-Pierre,CA,2022-11-25 21:38:24,50.2334,-63.5986,30.2,93,100,9.22
464,Puerto Ayacucho,VE,2022-11-25 21:38:24,5.6639,-67.6236,80.2,81,100,3.44
465,Waingapu,ID,2022-11-25 21:38:25,-9.6567,120.2641,80.31,80,91,2.39
466,Kieta,PG,2022-11-25 21:38:25,-6.2167,155.6333,82.35,77,100,3.96
467,Wagar,SD,2022-11-25 21:38:26,16.1525,36.2032,77.34,64,3,11.21
468,Barreirinha,BR,2022-11-25 21:38:26,-2.7933,-57.07,83.95,56,98,3.31
469,Aykhal,RU,2022-11-25 21:38:26,66.0,111.5,-26.45,100,95,3.31
470,Asyut,EG,2022-11-25 21:38:27,27.181,31.1837,60.98,51,1,7.31
471,Neiafu,TO,2022-11-25 21:38:27,-18.65,-173.9833,81.28,89,75,6.91
472,Orange,US,2022-11-25 21:36:36,33.7,-117.7675,80.44,12,20,9.22
473,Mumford,GH,2022-11-25 21:38:28,5.2618,-0.759,79.68,84,26,9.64
474,Sarny,UA,2022-11-25 21:38:28,51.338,26.6019,26.76,97,100,4.52
475,Bandarbeyla,SO,2022-11-25 21:38:29,9.4942,50.8122,77.67,77,6,12.24
476,Ostrovnoy,RU,2022-11-25 21:38:29,68.0531,39.5131,24.13,80,84,26.64
477,Antsohihy,MG,2022-11-25 21:38:30,-14.8796,47.9875,75.79,61,26,9.37
478,Ambon,ID,2022-11-25 21:36:54,-3.6954,128.1814,75.34,94,40,5.75
479,San Quintin,MX,2022-11-25 21:38:30,30.4833,-115.95,69.49,24,0,5.79
480,Kota Kinabalu,MY,2022-11-25 21:38:30,5.9749,116.0724,75.18,88,20,5.99
481,Altay,CN,2022-11-25 21:38:31,47.8667,88.1167,21.31,97,100,4.07
482,Gunjur,GM,2022-11-25 21:38:31,13.2019,-16.7339,73.47,64,100,6.91
483,Bambous Virieux,MU,2022-11-25 21:38:32,-20.3428,57.7575,76.21,73,40,11.5
484,Labuan,MY,2022-11-25 21:38:32,5.2767,115.2417,77.36,94,20,0.0
485,Kismayo,SO,2022-11-25 21:38:32,-0.3582,42.5454,78.46,79,70,7.56
486,Batticaloa,LK,2022-11-25 21:38:33,7.7102,81.6924,77.86,79,98,4.07
487,Naze,JP,2022-11-25 21:38:33,28.3667,129.4833,70.72,90,100,4.21
488,Ankang,CN,2022-11-25 21:38:34,32.68,109.0172,53.08,86,0,0.74
489,Teknaf,BD,2022-11-25 21:38:34,20.8624,92.3058,69.71,80,63,4.18
490,Midlothian,US,2022-11-25 21:38:34,32.4824,-96.9945,57.92,86,100,8.05
491,Manado,ID,2022-11-25 21:38:35,1.487,124.8455,72.37,100,40,1.14
492,Yaounde,CM,2022-11-25 21:38:35,3.8667,11.5167,70.38,90,99,3.89
493,Cleethorpes,GB,2022-11-25 21:38:35,53.5605,-0.0323,48.2,87,75,8.05
494,Micheweni,TZ,2022-11-25 21:38:36,-4.9667,39.8333,77.85,81,2,7.34
495,Astoria,US,2022-11-25 21:38:36,46.1879,-123.8313,45.14,92,100,1.99
496,Cornwall,CA,2022-11-25 21:37:11,45.0181,-74.7281,40.98,75,100,11.5
497,Yenagoa,NG,2022-11-25 21:38:37,4.9247,6.2642,78.19,87,17,5.5
498,Kualakapuas,ID,2022-11-25 21:38:37,-3.0091,114.3876,73.78,98,97,1.01
499,Tessalit,ML,2022-11-25 21:38:37,20.1986,1.0114,70.27,17,59,8.32
500,Isla Vista,US,2022-11-25 21:38:38,34.4133,-119.861,78.01,17,0,10.36
501,Labuhan,ID,2022-11-25 21:38:38,-6.8844,112.2051,77.9,83,100,4.05
502,La Rioja,ES,2022-11-25 21:38:39,42.25,-2.5,33.58,78,17,5.12
503,Ponta Do Sol,PT,2022-11-25 21:38:39,32.6667,-17.1,68.0,76,47,2.46
504,Kimry,RU,2022-11-25 21:33:56,56.8667,37.35,8.53,97,90,4.61
505,Phetchabun,TH,2022-11-25 21:39:40,16.25,101.0833,73.58,94,94,1.01
506,Cam Ranh,VN,2022-11-25 21:39:40,11.9214,109.1591,75.16,94,75,4.61
507,Narsaq,GL,2022-11-25 21:39:40,60.9167,-46.05,46.62,64,99,10.18
508,Raychikhinsk,RU,2022-11-25 21:39:41,49.7838,129.4121,13.68,95,100,9.51
509,Kuningan,ID,2022-11-25 21:39:41,-6.9758,108.4831,69.87,95,100,3.98
510,Mackay,AU,2022-11-25 21:39:41,-21.15,149.2,81.68,68,65,3.0
511,Taoudenni,ML,2022-11-25 21:39:42,22.6783,-3.9836,76.08,15,100,8.88
512,Te Anau,NZ,2022-11-25 21:39:42,-45.4167,167.7167,51.26,73,95,2.95
513,Baykit,RU,2022-11-25 21:39:43,61.67,96.37,-30.87,99,64,3.91
514,Pundaguitan,PH,2022-11-25 21:39:43,6.3711,126.1689,81.39,77,67,8.48
515,Le Port,RE,2022-11-25 21:39:43,-20.9373,55.2919,73.36,58,2,2.84
516,Bagotville,AU,2022-11-25 21:39:44,-28.9833,153.4167,73.85,84,39,5.26
517,Oxford,GB,2022-11-25 21:38:00,51.7522,-1.256,47.3,91,0,6.91
518,Awbari,LY,2022-11-25 21:39:45,26.5921,12.7805,61.81,46,66,6.82
519,Nyuksenitsa,RU,2022-11-25 21:39:45,60.4128,44.2397,9.55,95,13,4.25
520,Nabire,ID,2022-11-25 21:39:45,-3.3667,135.4833,75.92,87,100,2.28
521,Zhangye,CN,2022-11-25 21:39:46,38.9342,100.4517,38.75,25,6,8.05
522,Duluth,US,2022-11-25 21:36:42,46.7833,-92.1066,46.08,53,0,12.66
523,Codrington,AU,2022-11-25 21:39:46,-38.2667,141.9667,66.09,65,100,19.33
524,Bombay,IN,2022-11-25 21:38:41,19.0144,72.8479,80.58,65,66,4.61
525,Kuchurhan,UA,2022-11-25 21:39:47,47.163,29.7894,40.06,84,100,16.37
526,Grand Gaube,MU,2022-11-25 21:39:47,-20.0064,57.6608,76.37,68,88,5.99
527,Bereda,ES,2022-11-25 21:39:48,43.2686,-7.5406,43.41,100,100,2.06
528,Mulchen,CL,2022-11-25 21:35:09,-37.7167,-72.2333,87.66,26,22,9.26
529,Knysna,ZA,2022-11-25 21:39:48,-34.0363,23.0471,56.75,68,48,2.71
530,Oussouye,SN,2022-11-25 21:39:49,12.485,-16.5469,75.29,44,100,0.47
531,Bhopal,IN,2022-11-25 21:39:09,23.2667,77.4,57.79,40,93,4.0
532,Acari,PE,2022-11-25 21:39:49,-15.4311,-74.6158,75.42,67,11,6.82
533,Aswan,EG,2022-11-25 21:39:50,24.0934,32.907,65.5,45,0,6.91
534,Nieuw Nickerie,SR,2022-11-25 21:35:39,5.95,-56.9833,76.78,85,100,5.32
535,Marsh Harbour,BS,2022-11-25 21:35:36,26.5412,-77.0636,79.68,72,10,8.03
536,Touros,BR,2022-11-25 21:39:51,-5.1989,-35.4608,79.12,75,50,12.35
537,Kamakwie,SL,2022-11-25 21:39:51,9.5,-12.2333,75.11,52,94,0.54
538,Bathsheba,BB,2022-11-25 21:39:51,13.2167,-59.5167,81.21,74,20,18.41
539,Moose Factory,CA,2022-11-25 21:39:52,51.2585,-80.6094,32.0,86,100,10.36
540,Ponta Delgada,PT,2022-11-25 21:39:52,37.7333,-25.6667,69.49,88,75,20.71
541,Gorom-Gorom,BF,2022-11-25 21:39:52,14.4439,-0.2361,76.75,13,56,9.31
542,Palmer,US,2022-11-25 21:35:16,42.1584,-72.3287,49.86,66,75,17.27
543,Yichang,CN,2022-11-25 21:39:53,30.7144,111.2847,58.12,87,0,0.45
544,Upata,VE,2022-11-25 21:39:53,8.0086,-62.3989,83.19,87,87,3.33
545,Garowe,SO,2022-11-25 21:39:54,8.4054,48.4845,71.94,77,0,11.92
546,Nargana,PA,2022-11-25 21:39:54,9.4428,-78.5906,80.92,83,59,8.28
547,Trinidad,BO,2022-11-25 21:39:55,-14.8333,-64.9,96.78,46,20,4.61
548,Keti Bandar,PK,2022-11-25 21:39:55,24.1447,67.4497,75.09,55,33,5.77
549,Srednekolymsk,RU,2022-11-25 21:39:55,67.45,153.6833,-15.38,98,100,6.38
